ano_tri,y_br,inf,int,grm1
2011-4.0,110.689054041655,0.008317200000000025,11.429206349206334,0.07158033477752333
2012-1.0,108.376915313332,0.009322831759999817,9.6767213114754,0.4950604989600973
2012-2.0,108.78062207542,0.02642663045800009,8.704769230769223,0.9852770390517476
2012-3.0,111.459766951096,0.037345085504000064,8.073225806451603,1.0778187748556347
2012-4.0,111.533168180567,0.005988238849999883,7.710634920634914,1.437755623023751
2013-1.0,111.27626387742,0.00822202922000037,7.506065573770491,0.46445950808968
2013-2.0,113.258097073126,0.010217825408000092,7.8204615384615295,1.208446804974937
2013-3.0,113.331498302597,0.01968812758399996,8.345624999999991,0.36290590506333764
2013-4.0,111.753371868979,0.01608055171599987,9.085238095238086,0.5796319060986407
2014-1.0,111.166162033214,0.027519503199999962,10.586507936507925,0.43878475709194964
2014-2.0,108.266813469126,0.0044999999999999485,10.887499999999989,-0.374415657728004
2014-3.0,108.927424534361,-0.00470428066000006,10.86921874999999,0.6445785092363386
2014-4.0,107.789705477567,0.021233255588000155,11.085606060606048,0.3903246060673203
2015-1.0,105.147261216625,0.024281139671000096,12.675423728813547,-0.12244667798393598
2015-2.0,101.44049912836,0.02012681024000007,13.19112903225805,-0.6533687648407341
2015-3.0,98.3943481053308,0.024162689439999996,13.748484848484834,-0.8061884315435419
2015-4.0,95.1279933938894,0.03424016153599996,13.856349206349192,-0.021210146783228634
2016-1.0,94.1370767960364,0.02772114974099993,14.124999999999988,0.26055529915019265
2016-2.0,93.9168731076246,0.03148421308400007,14.130468749999986,0.20714797736053073
2016-3.0,93.0360583539774,0.0006833449690000215,14.114843749999986,0.5093679093305247
2016-4.0,92.852555280301,0.010115595395000065,13.94365079365078,0.3189934249892021
2017-1.0,95.2747958528306,0.00490257999999999,11.801639344262282,0.3806540015099749
2017-2.0,95.0178915496835,-0.012399999999999967,10.557258064516116,0.31268229526063396
2017-3.0,96.0088081475365,0.005589035359999883,9.478124999999988,0.4031582815876484
2017-4.0,98.2842462611249,0.01647465920000002,8.54516129032257,0.6732472179144406
2018-1.0,98.1374438021837,0.012949628720000161,6.628813559322029,0.8641982372384467
2018-2.0,95.5684007707129,0.04103513729600006,6.4384615384615325,0.7608950106776501
2018-3.0,97.3667308927425,0.029330935567999816,6.442968749999994,0.9165949676533001
2018-4.0,96.5226167538306,0.0025999999999999357,6.428225806451608,-0.035132557524772345
2019-1.0,96.0822093770071,0.02405008362499972,6.246774193548381,0.320400581428223
2019-2.0,95.7886044591247,0.01941812679999977,6.198387096774187,0.14770588975585727
2019-3.0,95.3481970823011,-9.999999999998899e-05,5.985937499999994,0.974523247700266
2019-4.0,96.0088081475365,0.031691163450000115,5.346153846153841,1.3317779882640624
