DATE,MANMM101BRM657S
2012-02-01,0.665774068671903
2012-03-01,0.631391103049777
2012-04-01,0.977125372070427
2012-05-01,1.07665189824711
2012-06-01,0.902053846837706
2012-07-01,1.22537376997908
2012-08-01,1.15343022901569
2012-09-01,0.854652325572134
2012-10-01,0.751930953810814
2012-11-01,0.931977355238739
2012-12-01,2.6293585600217
2013-01-01,0.750769859966159
2013-02-01,-0.975266290423609
2013-03-01,1.61787495472649
2013-04-01,0.923158331833319
2013-05-01,0.827683453090862
2013-06-01,1.87449863000063
2013-07-01,0.607614548847771
2013-08-01,0.34419850229672
2013-09-01,0.136904664045522
2013-10-01,-0.263706859067958
2013-11-01,0.73332958822359
2013-12-01,1.26927298914029
2014-01-01,0.552778272757957
2014-02-01,0.66065171573359
2014-03-01,0.102924282784302
2014-04-01,-0.137844554385615
2014-05-01,-0.285234387734914
2014-06-01,-0.700168031063483
2014-07-01,0.22288311971119
2014-08-01,0.752653134372553
2014-09-01,0.958199273625273
2014-10-01,0.720617872683956
2014-11-01,0.338937794963899
2014-12-01,0.111418150554106
2015-01-01,0.1733717909336
2015-02-01,-0.13289774874217
2015-03-01,-0.407814076143238
2015-04-01,-0.879156780910746
2015-05-01,-0.785950117685098
2015-06-01,-0.294999395926358
2015-07-01,-0.559603173968483
2015-08-01,-0.612111608876413
2015-09-01,-1.24685051178573
2015-10-01,-0.28542018536022
2015-11-01,0.613622669007609
2015-12-01,-0.391832923997075
2016-01-01,0.6632286677847
2016-02-01,0.759006008711538
2016-03-01,-0.64056877904566
2016-04-01,0.138704601091084
2016-05-01,0.468423279308117
2016-06-01,0.0143160516823911
2016-07-01,0.174419651105072
2016-08-01,0.452210920391297
2016-09-01,0.901473156495205
2016-10-01,0.759976171849547
2016-11-01,0.0668610102206293
2016-12-01,0.13014309289743
2017-01-01,-0.15674248158334
2017-02-01,0.9463372481852
2017-03-01,0.352367237928065
2017-04-01,-0.754408684448877
2017-05-01,0.567928112624889
2017-06-01,1.12452745760589
2017-07-01,1.40468826357679
2017-08-01,0.211351488045635
2017-09-01,-0.40656490685948
2017-10-01,0.101816017006516
2017-11-01,0.656983645713166
2017-12-01,1.26094199102364
2018-01-01,0.892619558044696
2018-02-01,0.503708610964574
2018-03-01,1.19626654270607
2018-04-01,1.2783479495548
2018-05-01,0.741389940818978
2018-06-01,0.262947141659172
2018-07-01,0.20111003103572
2018-08-01,1.46256445726921
2018-09-01,1.08611041465497
2018-10-01,-0.430144133427827
2018-11-01,-0.145472909976901
2018-12-01,0.470219370830411
2019-01-01,0.370748787922383
2019-02-01,0.269453004902541
2019-03-01,0.320999951459745
2019-04-01,0.0631711449631614
2019-05-01,-0.0558107979451766
2019-06-01,0.435757322249587
2019-07-01,0.608383372210562
2019-08-01,0.932183606996966
2019-09-01,1.38300276389327
2019-10-01,0.726293154222797
2019-11-01,1.18728456530065
2019-12-01,2.08175624526874
2020-01-01,1.21122234581635
2020-02-01,1.1356698009525
2020-03-01,2.46317314658295
2020-04-01,5.56210228611832
2020-05-01,7.65795936592989
2020-06-01,6.26296142679385
